time_s,LAP,LVP,LV_Volume,RAP,RVP,RV_Volume,Qao_valve
0,1.42968023222317,8.08316215507082,136.749384635577,2.39050121740282,5.00195907189741,133.239395337583,2.28443590327481e-08
0.00999999999999091,1.73823364290439,10.2861984270423,136.750011911719,2.58902439853437,5.83454397848098,133.243348265607,1.72228557604701e-08
0.0199999999999818,2.08930586634846,18.2112338787995,136.750211108494,2.80262077240838,9.29754459759032,133.244564755223,1.29846830073339e-08
0.0299999999999727,2.43474982741327,31.8973662864665,136.750274365054,3.01632322926996,14.0322803702323,131.887323567356,9.78943301539578e-09
0.0399999999999636,2.7639984855519,50.7790364809435,136.750294452662,3.22825017921395,17.7263226119456,127.076001448704,7.3804650224263e-09
0.0499999999999545,3.07044468024238,73.4849757618251,136.750300831616,3.43803551470344,20.5448109006969,119.101552920966,29.8750990277937
0.0599999999999454,3.35058200496406,87.0302217842274,135.099529688791,3.64522267279469,23.3606245404256,109.607094962674,352.260468427402
0.0700000000001637,3.60401633341111,91.7958343595346,129.80512795259,3.84900864451961,25.7352340272795,99.7756037612006,686.87333495371
0.0800000000001546,3.83472488828679,97.0588242264223,121.958852045261,4.04999916022903,27.2882264947291,90.1027922347519,847.562651204021
0.0900000000001455,4.04873296864435,104.038240671163,113.146183784195,4.24892226979473,27.928591429082,80.8970349431631,889.153599739359
0.100000000000136,4.25247562144623,111.02648929738,104.244951471957,4.4460751257188,27.6773881646482,72.4775363566899,871.639178476446
0.110000000000127,4.45208232775233,116.960381523345,95.6959111939183,4.64152395919717,26.6484629836027,65.1942673017588,820.247910361675
0.120000000000118,4.65284397288623,121.386313137112,87.77630976703,4.8352384685459,25.0886221430533,59.3554718732615,745.796382955627
0.130000000000109,4.85877855201926,124.150197495553,80.6815747224768,5.0270833738518,23.3725927772155,55.0925003607618,656.051999418182
0.1400000000001,5.07236444086219,125.307529112023,74.5331890532984,5.21678215474195,21.783881454929,52.2392293879346,558.902859907558
0.150000000000091,5.29451283080253,124.96895721321,69.3734347752573,5.40396167373801,20.4724193834807,50.3880040539796,464.210509452958
0.160000000000082,5.52479890227768,123.711772939071,65.1604009259502,5.58829795620719,19.3841256606029,49.166691591426,374.877843404887
0.170000000000073,5.76174285935081,121.868410122321,61.8033317601291,5.76956826582645,18.4272119399786,48.3200568610913,296.219871272708
0.180000000000064,6.00315146279928,119.649394199221,59.1685047637769,5.94765450352623,17.6374989535676,47.7346032816624,231.721752820021
0.190000000000055,6.24646124833248,117.204935587558,57.1084474453656,6.12250917667852,17.0092004996973,47.362623091391,181.233657159612
0.200000000000045,6.48903711027335,114.62136946991,55.4937239437548,6.29411830761501,16.4350437322252,47.132234029426,142.212190985603
0.210000000000036,6.72844802170325,111.986328587537,54.2296929765142,6.46252482036184,15.8431526313443,46.9895406246123,111.070232535567
0.220000000000027,6.96261640764225,109.393359229358,53.2571618286736,6.62782132069948,15.1925214965451,46.9011622632282,84.5933778661073
0.230000000000018,7.18987226385762,106.675605930254,52.5202540860173,6.79012276818773,14.4536969359659,46.8464243811856,63.7767749662113
0.240000000000009,7.40896960914268,103.685525803255,51.9646834200883,6.94955864800278,13.6108122826684,46.8125220131899,48.0826883580495
0.25,7.61906394438715,100.314774910547,51.5458266935623,7.10627097847953,12.6620180149856,46.7915242962007,36.250577439235
0.259999999999991,7.81966021915762,96.4777544390851,51.2300415592576,7.26040985980769,11.6167675240941,46.7785191834364,27.330093419329
